疾病通路的编号,疾病名称,通路名称,时序切片,基因名称,基因ID,基因链接
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,36,NDUFB5,4711,https://www.kegg.jp/entry/hsa:4711
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,37,NDUFB6,4712,https://www.kegg.jp/entry/hsa:4712
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,38,NDUFB7,4713,https://www.kegg.jp/entry/hsa:4713
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,39,NDUFB8,4714,https://www.kegg.jp/entry/hsa:4714
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,40,NDUFB9,4715,https://www.kegg.jp/entry/hsa:4715
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,41,NDUFB10,4716,https://www.kegg.jp/entry/hsa:4716
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,42,NDUFB11,54539,https://www.kegg.jp/entry/hsa:54539
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,43,NDUFC1,4717,https://www.kegg.jp/entry/hsa:4717
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,44,NDUFC2,4718,https://www.kegg.jp/entry/hsa:4718
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,5,SDHA,6389,https://www.kegg.jp/entry/hsa:6389
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,6,SDHB,6390,https://www.kegg.jp/entry/hsa:6390
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,7,SDHC,6391,https://www.kegg.jp/entry/hsa:6391
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,8,SDHD,6392,https://www.kegg.jp/entry/hsa:6392
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,1,UQCRFS1,7386,https://www.kegg.jp/entry/hsa:7386
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,2,CYTB,4519,https://www.kegg.jp/entry/hsa:4519
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,3,CYC1,1537,https://www.kegg.jp/entry/hsa:1537
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,4,UQCRC1,7384,https://www.kegg.jp/entry/hsa:7384
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,5,UQCRC2,7385,https://www.kegg.jp/entry/hsa:7385
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,6,UQCRHL,440567,https://www.kegg.jp/entry/hsa:440567
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,7,UQCRH,7388,https://www.kegg.jp/entry/hsa:7388
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,8,UQCRB,7381,https://www.kegg.jp/entry/hsa:7381
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,9,UQCRQ,27089,https://www.kegg.jp/entry/hsa:27089
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,10,UQCR10,29796,https://www.kegg.jp/entry/hsa:29796
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,11,UQCR11,10975,https://www.kegg.jp/entry/hsa:10975
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,1,SNCA,6622,https://www.kegg.jp/entry/hsa:6622
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,2,KIF5A,3798,https://www.kegg.jp/entry/hsa:3798
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,3,KIF5B,3799,https://www.kegg.jp/entry/hsa:3799
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,4,KIF5C,3800,https://www.kegg.jp/entry/hsa:3800
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,5,KLC1,3831,https://www.kegg.jp/entry/hsa:3831
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,6,KLC2,64837,https://www.kegg.jp/entry/hsa:64837
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,7,KLC3,147700,https://www.kegg.jp/entry/hsa:147700
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,8,KLC4,89953,https://www.kegg.jp/entry/hsa:89953
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,9,TUBA1A,7846,https://www.kegg.jp/entry/hsa:7846
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,10,TUBA1B,10376,https://www.kegg.jp/entry/hsa:10376
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,11,TUBA1C,84790,https://www.kegg.jp/entry/hsa:84790
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,12,TUBA3C,7278,https://www.kegg.jp/entry/hsa:7278
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,13,TUBA3D,113457,https://www.kegg.jp/entry/hsa:113457
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,14,TUBA3E,112714,https://www.kegg.jp/entry/hsa:112714
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,15,TUBA4A,7277,https://www.kegg.jp/entry/hsa:7277
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,16,TUBA8,51807,https://www.kegg.jp/entry/hsa:51807
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,17,TUBB,203068,https://www.kegg.jp/entry/hsa:203068
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,18,TUBB1,81027,https://www.kegg.jp/entry/hsa:81027
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,19,TUBB2A,7280,https://www.kegg.jp/entry/hsa:7280
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,20,TUBB2B,347733,https://www.kegg.jp/entry/hsa:347733
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,21,TUBB3,10381,https://www.kegg.jp/entry/hsa:10381
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,22,TUBB4A,10382,https://www.kegg.jp/entry/hsa:10382
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,23,TUBB4B,10383,https://www.kegg.jp/entry/hsa:10383
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,24,TUBB6,84617,https://www.kegg.jp/entry/hsa:84617
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,25,TUBB8,347688,https://www.kegg.jp/entry/hsa:347688
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to to p53-mediated transcription,1,PARK7,11315,https://www.kegg.jp/entry/hsa:11315
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to to p53-mediated transcription,2,TP53,7157,https://www.kegg.jp/entry/hsa:7157
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to to p53-mediated transcription,3,DUSP1,1843,https://www.kegg.jp/entry/hsa:1843
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to KEAP1-NRF2 signaling pathway,1,PARK7,11315,https://www.kegg.jp/entry/hsa:11315
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to KEAP1-NRF2 signaling pathway,2,NFE2L2,4780,https://www.kegg.jp/entry/hsa:4780
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to KEAP1-NRF2 signaling pathway,3,TXN,7295,https://www.kegg.jp/entry/hsa:7295
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,1,SIGMAR1,10280,https://www.kegg.jp/entry/hsa:10280
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,2,ITPR1,3708,https://www.kegg.jp/entry/hsa:3708
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,3,ITPR2,3709,https://www.kegg.jp/entry/hsa:3709
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,4,ITPR3,3710,https://www.kegg.jp/entry/hsa:3710
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,5,MCU,90550,https://www.kegg.jp/entry/hsa:90550
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,6,VDAC1,7416,https://www.kegg.jp/entry/hsa:7416
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,7,VDAC2,7417,https://www.kegg.jp/entry/hsa:7417
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,8,VDAC3,7419,https://www.kegg.jp/entry/hsa:7419
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,9,SLC25A4,291,https://www.kegg.jp/entry/hsa:291
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,10,SLC25A5,292,https://www.kegg.jp/entry/hsa:292
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,11,SLC25A6,293,https://www.kegg.jp/entry/hsa:293
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,12,SLC25A31,83447,https://www.kegg.jp/entry/hsa:83447
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,13,CYCS,54205,https://www.kegg.jp/entry/hsa:54205
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,1,SOD1,6647,https://www.kegg.jp/entry/hsa:6647
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,2,DERL1,79139,https://www.kegg.jp/entry/hsa:79139
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,3,RPS27A,6233,https://www.kegg.jp/entry/hsa:6233
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,4,UBA52,7311,https://www.kegg.jp/entry/hsa:7311
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,5,UBB,7314,https://www.kegg.jp/entry/hsa:7314
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,6,UBC,7316,https://www.kegg.jp/entry/hsa:7316
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,7,PSMA6,5687,https://www.kegg.jp/entry/hsa:5687
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,8,PSMA2,5683,https://www.kegg.jp/entry/hsa:5683
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,9,PSMA4,5685,https://www.kegg.jp/entry/hsa:5685
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,10,PSMA7,5688,https://www.kegg.jp/entry/hsa:5688
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,11,PSMA8,143471,https://www.kegg.jp/entry/hsa:143471
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,12,PSMA5,5686,https://www.kegg.jp/entry/hsa:5686
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,13,PSMA1,5682,https://www.kegg.jp/entry/hsa:5682
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,14,PSMA3,5684,https://www.kegg.jp/entry/hsa:5684
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,15,PSMB6,5694,https://www.kegg.jp/entry/hsa:5694
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,16,PSMB7,5695,https://www.kegg.jp/entry/hsa:5695
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,17,PSMB3,5691,https://www.kegg.jp/entry/hsa:5691
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,18,PSMB2,5690,https://www.kegg.jp/entry/hsa:5690
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,19,PSMB5,5693,https://www.kegg.jp/entry/hsa:5693
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,20,PSMB1,5689,https://www.kegg.jp/entry/hsa:5689
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,21,PSMB4,5692,https://www.kegg.jp/entry/hsa:5692
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,22,PSMC2,5701,https://www.kegg.jp/entry/hsa:5701
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,23,PSMC1,5700,https://www.kegg.jp/entry/hsa:5700
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,24,PSMC4,5704,https://www.kegg.jp/entry/hsa:5704
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,25,PSMC6,5706,https://www.kegg.jp/entry/hsa:5706
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,26,PSMC3,5702,https://www.kegg.jp/entry/hsa:5702
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,27,PSMC5,5705,https://www.kegg.jp/entry/hsa:5705
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,28,PSMD2,5708,https://www.kegg.jp/entry/hsa:5708
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,29,PSMD1,5707,https://www.kegg.jp/entry/hsa:5707
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,30,PSMD3,5709,https://www.kegg.jp/entry/hsa:5709
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,31,PSMD9,5715,https://www.kegg.jp/entry/hsa:5715
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,32,PSMD12,5718,https://www.kegg.jp/entry/hsa:5718
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,33,PSMD11,5717,https://www.kegg.jp/entry/hsa:5717
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,34,PSMD6,9861,https://www.kegg.jp/entry/hsa:9861
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,35,PSMD7,5713,https://www.kegg.jp/entry/hsa:5713
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,36,PSMD13,5719,https://www.kegg.jp/entry/hsa:5719
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,37,PSMD4,5710,https://www.kegg.jp/entry/hsa:5710
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,38,PSMD14,10213,https://www.kegg.jp/entry/hsa:10213
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,39,PSMD8,5714,https://www.kegg.jp/entry/hsa:5714
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,40,ADRM1,11047,https://www.kegg.jp/entry/hsa:11047
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,41,SEM1,7979,https://www.kegg.jp/entry/hsa:7979
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,1,VCP,7415,https://www.kegg.jp/entry/hsa:7415
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,2,RPS27A,6233,https://www.kegg.jp/entry/hsa:6233
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,3,UBA52,7311,https://www.kegg.jp/entry/hsa:7311
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,4,UBB,7314,https://www.kegg.jp/entry/hsa:7314
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,5,UBC,7316,https://www.kegg.jp/entry/hsa:7316
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,6,PSMA6,5687,https://www.kegg.jp/entry/hsa:5687
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,7,PSMA2,5683,https://www.kegg.jp/entry/hsa:5683
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,8,PSMA4,5685,https://www.kegg.jp/entry/hsa:5685
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,9,PSMA7,5688,https://www.kegg.jp/entry/hsa:5688
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,10,PSMA8,143471,https://www.kegg.jp/entry/hsa:143471
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,11,PSMA5,5686,https://www.kegg.jp/entry/hsa:5686
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,12,PSMA1,5682,https://www.kegg.jp/entry/hsa:5682
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,13,PSMA3,5684,https://www.kegg.jp/entry/hsa:5684
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,14,PSMB6,5694,https://www.kegg.jp/entry/hsa:5694
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,15,PSMB7,5695,https://www.kegg.jp/entry/hsa:5695
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,16,PSMB3,5691,https://www.kegg.jp/entry/hsa:5691
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,17,PSMB2,5690,https://www.kegg.jp/entry/hsa:5690
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,18,PSMB5,5693,https://www.kegg.jp/entry/hsa:5693
