基因名称,基因ID,类型,涉及通路,涉及通路的编号
CACNA1D,776,"Homo sapiens (human)
",Cardiac muscle contraction,hsa04260
CACNA1D,776,"Homo sapiens (human)
",Adrenergic signaling in cardiomyocytes,hsa04261
CACNA1D,776,"Homo sapiens (human)
",Vascular smooth muscle contraction,hsa04270
CACNA1D,776,"Homo sapiens (human)
",Tight junction,hsa04530
CACNA1D,776,"Homo sapiens (human)
",Circadian entrainment,hsa04713
CACNA1D,776,"Homo sapiens (human)
",Retrograde endocannabinoid signaling,hsa04723
CACNA1D,776,"Homo sapiens (human)
",Glutamatergic synapse,hsa04724
CACNA1D,776,"Homo sapiens (human)
",Cholinergic synapse,hsa04725
CACNA1D,776,"Homo sapiens (human)
",Serotonergic synapse,hsa04726
CACNA1D,776,"Homo sapiens (human)
",GABAergic synapse,hsa04727
CACNA1D,776,"Homo sapiens (human)
",Dopaminergic synapse,hsa04728
CACNA1D,776,"Homo sapiens (human)
",Insulin secretion,hsa04911
CACNA1D,776,"Homo sapiens (human)
",GnRH signaling pathway,hsa04912
CACNA1D,776,"Homo sapiens (human)
",Oxytocin signaling pathway,hsa04921
CACNA1D,776,"Homo sapiens (human)
",Renin secretion,hsa04924
CACNA1D,776,"Homo sapiens (human)
",Aldosterone synthesis and secretion,hsa04925
CACNA1D,776,"Homo sapiens (human)
",Cortisol synthesis and secretion,hsa04927
CACNA1D,776,"Homo sapiens (human)
",GnRH secretion,hsa04929
CACNA1D,776,"Homo sapiens (human)
",Type II diabetes mellitus,hsa04930
CACNA1D,776,"Homo sapiens (human)
",Cushing syndrome,hsa04934
CACNA1D,776,"Homo sapiens (human)
","Growth hormone synthesis, secretion and action",hsa04935
CACNA1D,776,"Homo sapiens (human)
",Carbohydrate digestion and absorption,hsa04973
CACNA1D,776,"Homo sapiens (human)
",Alzheimer disease,hsa05010
CACNA1D,776,"Homo sapiens (human)
",Prion disease,hsa05020
CACNA1D,776,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
CACNA1D,776,"Homo sapiens (human)
",Amphetamine addiction,hsa05031
CACNA1D,776,"Homo sapiens (human)
",Chemical carcinogenesis - receptor activation,hsa05207
CACNA1D,776,"Homo sapiens (human)
",Hypertrophic cardiomyopathy,hsa05410
CACNA1D,776,"Homo sapiens (human)
",Arrhythmogenic right ventricular cardiomyopathy,hsa05412
CACNA1D,776,"Homo sapiens (human)
",Dilated cardiomyopathy,hsa05414
CACNA1F,778,"Homo sapiens (human)
",MAPK signaling pathway,hsa04010
CACNA1F,778,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
CACNA1F,778,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
CACNA1F,778,"Homo sapiens (human)
",cAMP signaling pathway,hsa04024
CACNA1F,778,"Homo sapiens (human)
",Cardiac muscle contraction,hsa04260
CACNA1F,778,"Homo sapiens (human)
",Adrenergic signaling in cardiomyocytes,hsa04261
CACNA1F,778,"Homo sapiens (human)
",Vascular smooth muscle contraction,hsa04270
CACNA1F,778,"Homo sapiens (human)
",Retrograde endocannabinoid signaling,hsa04723
CACNA1F,778,"Homo sapiens (human)
",Cholinergic synapse,hsa04725
CACNA1F,778,"Homo sapiens (human)
",Serotonergic synapse,hsa04726
CACNA1F,778,"Homo sapiens (human)
",GABAergic synapse,hsa04727
CACNA1F,778,"Homo sapiens (human)
",Insulin secretion,hsa04911
CACNA1F,778,"Homo sapiens (human)
",GnRH signaling pathway,hsa04912
CACNA1F,778,"Homo sapiens (human)
",Oxytocin signaling pathway,hsa04921
CACNA1F,778,"Homo sapiens (human)
",Renin secretion,hsa04924
CACNA1F,778,"Homo sapiens (human)
",Aldosterone synthesis and secretion,hsa04925
CACNA1F,778,"Homo sapiens (human)
",Cortisol synthesis and secretion,hsa04927
CACNA1F,778,"Homo sapiens (human)
",GnRH secretion,hsa04929
CACNA1F,778,"Homo sapiens (human)
",Cushing syndrome,hsa04934
CACNA1F,778,"Homo sapiens (human)
","Growth hormone synthesis, secretion and action",hsa04935
CACNA1F,778,"Homo sapiens (human)
",Alzheimer disease,hsa05010
CACNA1F,778,"Homo sapiens (human)
",Prion disease,hsa05020
CACNA1F,778,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
CACNA1F,778,"Homo sapiens (human)
",Chemical carcinogenesis - receptor activation,hsa05207
CACNA1F,778,"Homo sapiens (human)
",Hypertrophic cardiomyopathy,hsa05410
CACNA1F,778,"Homo sapiens (human)
",Arrhythmogenic right ventricular cardiomyopathy,hsa05412
CACNA1F,778,"Homo sapiens (human)
",Dilated cardiomyopathy,hsa05414
CACNA1S,779,"Homo sapiens (human)
",MAPK signaling pathway,hsa04010
CACNA1S,779,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
CACNA1S,779,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
CACNA1S,779,"Homo sapiens (human)
",cAMP signaling pathway,hsa04024
CACNA1S,779,"Homo sapiens (human)
",Cardiac muscle contraction,hsa04260
CACNA1S,779,"Homo sapiens (human)
",Adrenergic signaling in cardiomyocytes,hsa04261
CACNA1S,779,"Homo sapiens (human)
",Vascular smooth muscle contraction,hsa04270
CACNA1S,779,"Homo sapiens (human)
",Retrograde endocannabinoid signaling,hsa04723
CACNA1S,779,"Homo sapiens (human)
",Cholinergic synapse,hsa04725
CACNA1S,779,"Homo sapiens (human)
",Serotonergic synapse,hsa04726
CACNA1S,779,"Homo sapiens (human)
",GABAergic synapse,hsa04727
CACNA1S,779,"Homo sapiens (human)
",Insulin secretion,hsa04911
CACNA1S,779,"Homo sapiens (human)
",GnRH signaling pathway,hsa04912
CACNA1S,779,"Homo sapiens (human)
",Oxytocin signaling pathway,hsa04921
CACNA1S,779,"Homo sapiens (human)
",Renin secretion,hsa04924
CACNA1S,779,"Homo sapiens (human)
",Aldosterone synthesis and secretion,hsa04925
CACNA1S,779,"Homo sapiens (human)
",Cortisol synthesis and secretion,hsa04927
CACNA1S,779,"Homo sapiens (human)
",GnRH secretion,hsa04929
CACNA1S,779,"Homo sapiens (human)
",Cushing syndrome,hsa04934
CACNA1S,779,"Homo sapiens (human)
","Growth hormone synthesis, secretion and action",hsa04935
CACNA1S,779,"Homo sapiens (human)
",Alzheimer disease,hsa05010
CACNA1S,779,"Homo sapiens (human)
",Prion disease,hsa05020
CACNA1S,779,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
CACNA1S,779,"Homo sapiens (human)
",Chemical carcinogenesis - receptor activation,hsa05207
CACNA1S,779,"Homo sapiens (human)
",Hypertrophic cardiomyopathy,hsa05410
CACNA1S,779,"Homo sapiens (human)
",Arrhythmogenic right ventricular cardiomyopathy,hsa05412
CACNA1S,779,"Homo sapiens (human)
",Dilated cardiomyopathy,hsa05414
MCU,90550,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
MCU,90550,"Homo sapiens (human)
",Cellular senescence,hsa04218
MCU,90550,"Homo sapiens (human)
",NOD-like receptor signaling pathway,hsa04621
MCU,90550,"Homo sapiens (human)
",Alzheimer disease,hsa05010
MCU,90550,"Homo sapiens (human)
",Parkinson disease,hsa05012
MCU,90550,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
MCU,90550,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
MCU,90550,"Homo sapiens (human)
",Prion disease,hsa05020
MCU,90550,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
VDAC1,7416,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
VDAC1,7416,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
VDAC1,7416,"Homo sapiens (human)
",Necroptosis,hsa04217
VDAC1,7416,"Homo sapiens (human)
",Cellular senescence,hsa04218
VDAC1,7416,"Homo sapiens (human)
",Neutrophil extracellular trap formation,hsa04613
VDAC1,7416,"Homo sapiens (human)
",NOD-like receptor signaling pathway,hsa04621
VDAC1,7416,"Homo sapiens (human)
",Cholesterol metabolism,hsa04979
VDAC1,7416,"Homo sapiens (human)
",Alzheimer disease,hsa05010
VDAC1,7416,"Homo sapiens (human)
",Parkinson disease,hsa05012
VDAC1,7416,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
VDAC1,7416,"Homo sapiens (human)
",Huntington disease,hsa05016
VDAC1,7416,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
VDAC1,7416,"Homo sapiens (human)
",Prion disease,hsa05020
VDAC1,7416,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
VDAC1,7416,"Homo sapiens (human)
",Shigellosis,hsa05131
VDAC1,7416,"Homo sapiens (human)
",Influenza A,hsa05164
VDAC1,7416,"Homo sapiens (human)
",Human T-cell leukemia virus 1 infection,hsa05166
VDAC1,7416,"Homo sapiens (human)
",Chemical carcinogenesis - reactive oxygen species,hsa05208
VDAC1,7416,"Homo sapiens (human)
",Diabetic cardiomyopathy,hsa05415
VDAC2,7417,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
VDAC2,7417,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
VDAC2,7417,"Homo sapiens (human)
",Ferroptosis,hsa04216
VDAC2,7417,"Homo sapiens (human)
",Necroptosis,hsa04217
VDAC2,7417,"Homo sapiens (human)
",Cellular senescence,hsa04218
VDAC2,7417,"Homo sapiens (human)
",Neutrophil extracellular trap formation,hsa04613
VDAC2,7417,"Homo sapiens (human)
",NOD-like receptor signaling pathway,hsa04621
VDAC2,7417,"Homo sapiens (human)
",Cholesterol metabolism,hsa04979
VDAC2,7417,"Homo sapiens (human)
",Alzheimer disease,hsa05010
VDAC2,7417,"Homo sapiens (human)
",Parkinson disease,hsa05012
VDAC2,7417,"Homo sapiens (human)
",Huntington disease,hsa05016
VDAC2,7417,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
VDAC2,7417,"Homo sapiens (human)
",Prion disease,hsa05020
VDAC2,7417,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
VDAC2,7417,"Homo sapiens (human)
",Human T-cell leukemia virus 1 infection,hsa05166
VDAC2,7417,"Homo sapiens (human)
",Chemical carcinogenesis - reactive oxygen species,hsa05208
VDAC2,7417,"Homo sapiens (human)
",Diabetic cardiomyopathy,hsa05415
VDAC3,7419,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
VDAC3,7419,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
VDAC3,7419,"Homo sapiens (human)
",Ferroptosis,hsa04216
VDAC3,7419,"Homo sapiens (human)
",Necroptosis,hsa04217
VDAC3,7419,"Homo sapiens (human)
",Cellular senescence,hsa04218
VDAC3,7419,"Homo sapiens (human)
",Neutrophil extracellular trap formation,hsa04613
VDAC3,7419,"Homo sapiens (human)
",NOD-like receptor signaling pathway,hsa04621
VDAC3,7419,"Homo sapiens (human)
",Cholesterol metabolism,hsa04979
VDAC3,7419,"Homo sapiens (human)
",Alzheimer disease,hsa05010
VDAC3,7419,"Homo sapiens (human)
",Parkinson disease,hsa05012
VDAC3,7419,"Homo sapiens (human)
",Huntington disease,hsa05016
VDAC3,7419,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
VDAC3,7419,"Homo sapiens (human)
",Prion disease,hsa05020
VDAC3,7419,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
VDAC3,7419,"Homo sapiens (human)
",Hepatitis B,hsa05161
VDAC3,7419,"Homo sapiens (human)
",Human T-cell leukemia virus 1 infection,hsa05166
VDAC3,7419,"Homo sapiens (human)
",Viral carcinogenesis,hsa05203
VDAC3,7419,"Homo sapiens (human)
",Chemical carcinogenesis - reactive oxygen species,hsa05208
VDAC3,7419,"Homo sapiens (human)
",Diabetic cardiomyopathy,hsa05415
SLC25A4,291,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
SLC25A4,291,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
SLC25A4,291,"Homo sapiens (human)
",Necroptosis,hsa04217
SLC25A4,291,"Homo sapiens (human)
",Cellular senescence,hsa04218
SLC25A4,291,"Homo sapiens (human)
",Neutrophil extracellular trap formation,hsa04613
SLC25A4,291,"Homo sapiens (human)
",Alzheimer disease,hsa05010
SLC25A4,291,"Homo sapiens (human)
",Parkinson disease,hsa05012
SLC25A4,291,"Homo sapiens (human)
",Huntington disease,hsa05016
SLC25A4,291,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
SLC25A4,291,"Homo sapiens (human)
",Prion disease,hsa05020
SLC25A4,291,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
SLC25A4,291,"Homo sapiens (human)
",Influenza A,hsa05164
SLC25A4,291,"Homo sapiens (human)
",Human T-cell leukemia virus 1 infection,hsa05166
SLC25A4,291,"Homo sapiens (human)
",Chemical carcinogenesis - reactive oxygen species,hsa05208
SLC25A4,291,"Homo sapiens (human)
",Diabetic cardiomyopathy,hsa05415
SLC25A5,292,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
SLC25A5,292,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
SLC25A5,292,"Homo sapiens (human)
",Necroptosis,hsa04217
SLC25A5,292,"Homo sapiens (human)
",Cellular senescence,hsa04218
SLC25A5,292,"Homo sapiens (human)
",Neutrophil extracellular trap formation,hsa04613
SLC25A5,292,"Homo sapiens (human)
",Alzheimer disease,hsa05010
SLC25A5,292,"Homo sapiens (human)
",Parkinson disease,hsa05012
SLC25A5,292,"Homo sapiens (human)
",Huntington disease,hsa05016
SLC25A5,292,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
SLC25A5,292,"Homo sapiens (human)
",Prion disease,hsa05020
SLC25A5,292,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
SLC25A5,292,"Homo sapiens (human)
",Influenza A,hsa05164
SLC25A5,292,"Homo sapiens (human)
",Human T-cell leukemia virus 1 infection,hsa05166
SLC25A5,292,"Homo sapiens (human)
",Chemical carcinogenesis - reactive oxygen species,hsa05208
SLC25A5,292,"Homo sapiens (human)
",Diabetic cardiomyopathy,hsa05415
SLC25A6,293,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
SLC25A6,293,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
SLC25A6,293,"Homo sapiens (human)
",Necroptosis,hsa04217
SLC25A6,293,"Homo sapiens (human)
",Cellular senescence,hsa04218
SLC25A6,293,"Homo sapiens (human)
",Neutrophil extracellular trap formation,hsa04613
SLC25A6,293,"Homo sapiens (human)
",Alzheimer disease,hsa05010
SLC25A6,293,"Homo sapiens (human)
",Parkinson disease,hsa05012
SLC25A6,293,"Homo sapiens (human)
",Huntington disease,hsa05016
SLC25A6,293,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
SLC25A6,293,"Homo sapiens (human)
",Prion disease,hsa05020
SLC25A6,293,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
SLC25A6,293,"Homo sapiens (human)
",Influenza A,hsa05164
SLC25A6,293,"Homo sapiens (human)
",Human T-cell leukemia virus 1 infection,hsa05166
SLC25A6,293,"Homo sapiens (human)
",Chemical carcinogenesis - reactive oxygen species,hsa05208
SLC25A6,293,"Homo sapiens (human)
",Diabetic cardiomyopathy,hsa05415
SLC25A31,83447,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
SLC25A31,83447,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
SLC25A31,83447,"Homo sapiens (human)
",Necroptosis,hsa04217
SLC25A31,83447,"Homo sapiens (human)
",Cellular senescence,hsa04218
SLC25A31,83447,"Homo sapiens (human)
",Neutrophil extracellular trap formation,hsa04613
SLC25A31,83447,"Homo sapiens (human)
",Alzheimer disease,hsa05010
SLC25A31,83447,"Homo sapiens (human)
",Parkinson disease,hsa05012
SLC25A31,83447,"Homo sapiens (human)
",Huntington disease,hsa05016
SLC25A31,83447,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
SLC25A31,83447,"Homo sapiens (human)
",Prion disease,hsa05020
SLC25A31,83447,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
SLC25A31,83447,"Homo sapiens (human)
",Influenza A,hsa05164
SLC25A31,83447,"Homo sapiens (human)
",Human T-cell leukemia virus 1 infection,hsa05166
SLC25A31,83447,"Homo sapiens (human)
",Chemical carcinogenesis - reactive oxygen species,hsa05208
SLC25A31,83447,"Homo sapiens (human)
",Diabetic cardiomyopathy,hsa05415
CYCS,54205,"Homo sapiens (human)
",Oxidative phosphorylation,hsa00190
CYCS,54205,"Homo sapiens (human)
",Metabolic pathways,hsa01100
CYCS,54205,"Homo sapiens (human)
",Platinum drug resistance,hsa01524
CYCS,54205,"Homo sapiens (human)
",p53 signaling pathway,hsa04115
CYCS,54205,"Homo sapiens (human)
",Apoptosis,hsa04210
CYCS,54205,"Homo sapiens (human)
",Apoptosis - multiple species,hsa04215
CYCS,54205,"Homo sapiens (human)
",Non-alcoholic fatty liver disease,hsa04932
CYCS,54205,"Homo sapiens (human)
",Alzheimer disease,hsa05010
CYCS,54205,"Homo sapiens (human)
",Parkinson disease,hsa05012
CYCS,54205,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
CYCS,54205,"Homo sapiens (human)
",Huntington disease,hsa05016
CYCS,54205,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
CYCS,54205,"Homo sapiens (human)
",Prion disease,hsa05020
CYCS,54205,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
CYCS,54205,"Homo sapiens (human)
",Pathogenic Escherichia coli infection,hsa05130
CYCS,54205,"Homo sapiens (human)
",Shigellosis,hsa05131
CYCS,54205,"Homo sapiens (human)
",Salmonella infection,hsa05132
CYCS,54205,"Homo sapiens (human)
",Legionellosis,hsa05134
CYCS,54205,"Homo sapiens (human)
",Toxoplasmosis,hsa05145
CYCS,54205,"Homo sapiens (human)
",Tuberculosis,hsa05152
CYCS,54205,"Homo sapiens (human)
",Hepatitis C,hsa05160
CYCS,54205,"Homo sapiens (human)
",Hepatitis B,hsa05161
CYCS,54205,"Homo sapiens (human)
",Measles,hsa05162
CYCS,54205,"Homo sapiens (human)
",Human cytomegalovirus infection,hsa05163
CYCS,54205,"Homo sapiens (human)
",Influenza A,hsa05164
CYCS,54205,"Homo sapiens (human)
",Kaposi sarcoma-associated herpesvirus infection,hsa05167
CYCS,54205,"Homo sapiens (human)
",Herpes simplex virus 1 infection,hsa05168
CYCS,54205,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
CYCS,54205,"Homo sapiens (human)
",Human immunodeficiency virus 1 infection,hsa05170
CYCS,54205,"Homo sapiens (human)
",Pathways in cancer,hsa05200
CYCS,54205,"Homo sapiens (human)
",Colorectal cancer,hsa05210
CYCS,54205,"Homo sapiens (human)
",Small cell lung cancer,hsa05222
CYCS,54205,"Homo sapiens (human)
",Viral myocarditis,hsa05416
CYCS,54205,"Homo sapiens (human)
",Lipid and atherosclerosis,hsa05417
APP,351,"Homo sapiens (human)
",Serotonergic synapse,hsa04726
APP,351,"Homo sapiens (human)
",Alzheimer disease,hsa05010
APP,351,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PPID,5481,"Homo sapiens (human)
",Necroptosis,hsa04217
PPID,5481,"Homo sapiens (human)
",Cellular senescence,hsa04218
PPID,5481,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PPID,5481,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PPID,5481,"Homo sapiens (human)
",Shigellosis,hsa05131
VDAC1,7416,"Homo sapiens (human)
",Calcium signaling pathway,hsa04020
VDAC1,7416,"Homo sapiens (human)
",cGMP-PKG signaling pathway,hsa04022
VDAC1,7416,"Homo sapiens (human)
",Necroptosis,hsa04217
VDAC1,7416,"Homo sapiens (human)
",Cellular senescence,hsa04218
VDAC1,7416,"Homo sapiens (human)
",Neutrophil extracellular trap formation,hsa04613
VDAC1,7416,"Homo sapiens (human)
",NOD-like receptor signaling pathway,hsa04621
VDAC1,7416,"Homo sapiens (human)
",Cholesterol metabolism,hsa04979
VDAC1,7416,"Homo sapiens (human)
",Alzheimer disease,hsa05010
VDAC1,7416,"Homo sapiens (human)
",Parkinson disease,hsa05012
VDAC1,7416,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
VDAC1,7416,"Homo sapiens (human)
",Huntington disease,hsa05016
VDAC1,7416,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
VDAC1,7416,"Homo sapiens (human)
",Prion disease,hsa05020
VDAC1,7416,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
VDAC1,7416,"Homo sapiens (human)
",Shigellosis,hsa05131
VDAC1,7416,"Homo sapiens (human)
",Influenza A,hsa05164
VDAC1,7416,"Homo sapiens (human)
",Human T-cell leukemia virus 1 infection,hsa05166
VDAC1,7416,"Homo sapiens (human)
",Chemical carcinogenesis - reactive oxygen species,hsa05208
